row ID,id,time,atoms,cores,timesteps,outfreq,task,utime,Prediction (utime)
118,4741.0,0.006369426751592357,0.0,1.0,1.0,1.0,sassena_ID0000005,0.3790487291080766,0.37172431070291123
119,4742.0,0.009554140127388536,0.0,1.0,1.0,1.0,sassena_ID0000005,0.38013623191505286,0.39457851436071173
120,4743.0,0.012738853503184714,0.0,1.0,1.0,1.0,sassena_ID0000005,0.38038431515125587,0.4058200084780261
121,4744.0,0.01592356687898089,0.0,1.0,1.0,1.0,sassena_ID0000005,0.38058534811852385,0.39918191761484034
122,4745.0,0.019108280254777073,0.0,1.0,1.0,1.0,sassena_ID0000005,0.38057037757840817,0.3704417283237885
123,4746.0,0.02229299363057325,0.0,1.0,1.0,1.0,sassena_ID0000005,0.3806420223061048,0.3071720037004882
124,4747.0,0.025477707006369428,0.0,1.0,1.0,1.0,sassena_ID0000005,0.15226857148967568,0.19481394468874283
125,4763.0,0.0031847133757961785,1.0,0.0,0.0,0.0,sassena_ID0000005,0.146796839077387,0.15013093600734453
126,4764.0,0.006369426751592357,1.0,0.0,0.0,0.0,sassena_ID0000005,0.179679630441524,0.17633081793100963
127,4765.0,0.009554140127388536,1.0,0.0,0.0,0.0,sassena_ID0000005,0.18033298758514493,0.17764696450947223
128,4766.0,0.012738853503184714,1.0,0.0,0.0,0.0,sassena_ID0000005,0.18048269298630193,0.17768170699650615
129,4767.0,0.01592356687898089,1.0,0.0,0.0,0.0,sassena_ID0000005,0.18038431515125591,0.17743439496835972
130,4768.0,0.019108280254777073,1.0,0.0,0.0,0.0,sassena_ID0000005,0.18051477271512129,0.17712732835757813
131,4769.0,0.02229299363057325,1.0,0.0,0.0,0.0,sassena_ID0000005,0.1804099789343114,0.1768176805787353
132,4770.0,0.025477707006369428,1.0,0.0,0.0,0.0,sassena_ID0000005,0.18064095298181077,0.1765270197011268
133,4771.0,0.028662420382165606,1.0,0.0,0.0,0.0,sassena_ID0000005,0.18200434145663355,0.1762682299290109
134,4772.0,0.03184713375796178,1.0,0.0,0.0,0.0,sassena_ID0000005,0.180529743255237,0.1760499750847281
135,4773.0,0.03503184713375796,1.0,0.0,0.0,0.0,sassena_ID0000005,0.18047093041906817,0.17587655271283623
136,4791.0,0.0031847133757961785,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.12518700538312563
137,4792.0,0.006369426751592357,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.16910584368755932
138,4793.0,0.009554140127388536,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.17675791474127
