"","time","atoms","cores","timesteps","outfreq","task","stime","utime","iowait","write_bytes","read_bytes","syscw","syscr","vmSize","vmRSS"
"1134",19,"L","H","H","L","namd_ID0000003",1.12,7240.74,0,2917319,707332,516,4234,196608,1372
"1135",20,"L","H","H","L","namd_ID0000003",1.57,7494.44,0,2702175,4572871,674,35978,209028,5212
"1136",21,"L","H","H","L","namd_ID0000003",0.91,7218.06,0,2917874,404891,514,1749,131072,288
"1137",22,"L","H","H","L","namd_ID0000003",0.96,7215.87,0,2695124,411668,490,1768,262144,580
"1138",23,"L","H","H","L","namd_ID0000003",1.04,7214.4,0,2696213,410374,496,1761,65536,20
"1139",24,"L","H","H","L","namd_ID0000003",1,7211.11,0,2917871,411641,516,1774,196608,40
"1140",25,"L","H","H","L","namd_ID0000003",0.92,7212.87,0,2695783,410693,498,1765,65536,20
"1141",26,"L","H","H","L","namd_ID0000003",1.05,7214.64,0,2695257,410121,484,1760,131072,28
"1142",27,"L","H","H","L","namd_ID0000003",1.02,7212.99,0,2919213,412171,530,1777,196608,312
"1143",28,"L","H","H","L","namd_ID0000003",0.85,7220.51,0,2693736,404943,474,1742,262276,316
"1144",29,"L","H","H","L","namd_ID0000003",0.94,7231.52,0,2696855,416272,509,1787,196608,40
"1145",30,"L","H","H","L","namd_ID0000003",1.03,7449.18,0,3141279,396492,544,1721,131072,292
"1146",31,"L","H","H","L","namd_ID0000003",0.92,7213.15,0,2696316,417020,497,1784,196608,568
"1147",32,"L","H","H","L","namd_ID0000003",0.78,7192.36,0,2694831,402773,488,1736,131072,304
"1148",33,"L","H","H","L","namd_ID0000003",0.83,5773.21,0,2246333,333604,411,1431,65536,16
"1149",34,"L","H","H","L","namd_ID0000003",0.67,5795.73,0,2912646,327571,420,1409,196608,40
"1150",35,"L","H","H","L","namd_ID0000003",1.07,8638.58,0,2701601,491720,593,2116,262144,568
"1151",36,"L","H","H","L","namd_ID0000003",0.78,7212.39,0,2694153,405400,474,1742,0,24
"1152",37,"L","H","H","L","namd_ID0000003",0.94,7215.88,0,2695872,411857,501,1771,131072,1176
"1153",38,"L","H","H","L","namd_ID0000003",0.7,6265.78,0,2694473,325972,476,1402,65536,8
"1154",39,"L","H","H","L","namd_ID0000003",1.14,8161.37,0,2918342,488664,526,2107,131072,40
"1155",40,"L","H","H","L","namd_ID0000003",0.91,7210.48,0,2696182,409633,495,1761,131072,32
"1156",41,"L","H","H","L","namd_ID0000003",0.93,7212.76,0,2695147,412820,489,1768,196608,32
"1157",42,"L","H","H","L","namd_ID0000003",1.07,7210.65,0,2694829,406536,488,1745,196608,556
"1158",43,"L","H","H","L","namd_ID0000003",0.94,7212.17,0,2917901,412852,515,1772,393216,608
"1159",44,"L","H","H","L","namd_ID0000003",1.03,7222.59,0,2696219,411157,496,1759,65536,284
"1160",45,"L","H","H","L","namd_ID0000003",1.02,7122.65,0,2248814,407614,430,1732,327680,56
"1161",46,"L","H","H","L","namd_ID0000003",0.76,6950.04,0,2695748,398649,498,1708,65536,36
"1162",47,"L","H","H","L","namd_ID0000003",0.91,7325.98,0,2918098,411754,512,1766,65536,16
"1163",48,"L","H","H","L","namd_ID0000003",1.13,7295.45,0,2918891,412473,528,1773,262144,56
"1164",49,"L","H","H","L","namd_ID0000003",0.9,7217.63,0,2694005,406371,475,1742,65536,16
"1165",50,"L","H","H","L","namd_ID0000003",0.94,7214.53,0,2697194,418354,509,1787,65536,1848
"1166",51,"L","H","H","L","namd_ID0000003",0.84,7213.25,0,2916804,405890,502,1746,196608,304
"1167",52,"L","H","H","L","namd_ID0000003",1.02,7210.79,0,2696858,417078,507,1783,0,8
"1168",53,"L","H","H","L","namd_ID0000003",0.92,7159.35,0,2917136,397551,504,1710,262144,44
"1169",54,"L","H","H","L","namd_ID0000003",0.9,7303.76,0,2695973,413476,500,1771,196608,580
"1170",55,"L","H","H","L","namd_ID0000003",1.09,7218.28,0,2918975,410341,523,1763,327680,1460
"1171",56,"L","H","H","L","namd_ID0000003",0.83,7212.49,0,2694775,412756,486,1766,65536,556
"1172",57,"L","H","H","L","namd_ID0000003",0.97,7413.93,0,2919363,411823,528,1771,131072,300
"1173",58,"L","H","H","L","namd_ID0000003",1.06,7197.71,0,2695187,410676,483,1755,0,268
"1174",59,"L","H","H","L","namd_ID0000003",0.92,7256.94,0,2918992,412309,528,1773,262144,584
"1175",60,"L","H","H","L","namd_ID0000003",0.9,7213.94,0,2694972,411345,483,1760,65536,16
"1176",61,"L","H","H","L","namd_ID0000003",0.75,5732.65,0,2897982,321541,442,1387,65536,20
"1177",1,"L","H","H","L","sassena_ID0000005",371.37,2277.64,5.83,321926,473282534,3434,169458,507731576,4822868
"1178",2,"L","H","H","L","sassena_ID0000005",45.82,3613.12,0,880,274363,91,1512,65536,4
"1179",3,"L","H","H","L","sassena_ID0000005",33.55,3578.83,0,1325,274209,166,1567,0,8
"1180",4,"L","H","H","L","sassena_ID0000005",30.32,3594.82,0,1834,894239,116,6822,1847296,14816
"1181",5,"L","H","H","L","sassena_ID0000005",29.97,3582.29,0,765,274362,86,1510,0,12
"1182",6,"L","H","H","L","sassena_ID0000005",29.84,3579.42,0,728,274015,104,1508,0,20
"1183",7,"L","H","H","L","sassena_ID0000005",28.4,3578.45,0,920,432311,110,2886,500,648
"1184",8,"L","H","H","L","sassena_ID0000005",22.7,2862.58,0,780,374162,90,2545,500,1168
"1185",9,"L","H","H","L","sassena_ID0000005",28.66,3578.03,0,985,274255,129,1544,0,0
"1186",10,"L","H","H","L","sassena_ID0000005",28.96,3600.61,0,678,274609,85,1519,0,12
"1187",11,"L","H","H","L","sassena_ID0000005",27.99,3582.03,0,1084,587013,112,4190,65536,1980
"1188",12,"L","H","H","L","sassena_ID0000005",28.64,3581.91,0,700,274135,100,1526,65536,388
"1189",13,"L","H","H","L","sassena_ID0000005",28.71,3578.37,0,812,274155,116,1529,0,8
"1190",14,"L","H","H","L","sassena_ID0000005",27.32,3583.85,0,1112,587173,116,4214,1000,916
"1191",15,"L","H","H","L","sassena_ID0000005",28.19,3578.46,0,728,274015,104,1508,0,0
"1192",16,"L","H","H","L","sassena_ID0000005",11.67,1431.98,0,196,109658,28,611,0,0
"1193",1,"L","H","H","L","sassena_ID0000005",374.04,2031.78,2.47,321177,473252777,3380,169301,507731664,4823652
"1194",2,"L","H","H","L","sassena_ID0000005",50.32,3556.87,0,877,276214,102,1510,131072,24
"1195",3,"L","H","H","L","sassena_ID0000005",29.1,2928.91,0,877,221242,102,1233,0,0
"1196",4,"L","H","H","L","sassena_ID0000005",31.28,3575.7,0,1773,742278,155,5536,1628296,13984
"1197",5,"L","H","H","L","sassena_ID0000005",31.67,3575.27,0,1194,431219,99,2841,219136,828
"1198",6,"L","H","H","L","sassena_ID0000005",30.31,3583.49,0,644,276393,92,1508,131072,48
"1199",7,"L","H","H","L","sassena_ID0000005",31.26,3649.42,0,796,357338,103,2226,136,212
"1200",8,"L","H","H","L","sassena_ID0000005",29.43,3586.02,0,1100,508822,125,3511,748,940
"1201",9,"L","H","H","L","sassena_ID0000005",30.02,3586.07,0,873,273548,113,1522,0,12
"1202",10,"L","H","H","L","sassena_ID0000005",30.05,3577.7,0,818,276994,105,1519,0,4
"1203",11,"L","H","H","L","sassena_ID0000005",29.39,3577.8,0,1000,589568,100,4201,65776,3004
"1204",12,"L","H","H","L","sassena_ID0000005",28.14,3432.31,0,672,260812,96,1435,0,228
"1205",13,"L","H","H","L","sassena_ID0000005",29.62,3577.5,0,812,276540,116,1529,65536,160
"1206",14,"L","H","H","L","sassena_ID0000005",28.76,3578.05,0,1140,589728,120,4225,752,868
"1207",15,"L","H","H","L","sassena_ID0000005",29.73,3577.48,0,700,276400,100,1508,0,0
"1208",16,"L","H","H","L","sassena_ID0000005",23.74,2861.76,0,588,221204,84,1219,0,0
"1209",1,"L","H","H","L","sassena_ID0000006",363.93,2339.37,2.53,318530,473262805,3502,169439,507838136,4886412
"1210",2,"L","H","H","L","sassena_ID0000006",17.42,2867.45,0,3135,841548,278,6641,1781760,11688
"1211",3,"L","H","H","L","sassena_ID0000006",8.01,3613.47,0,2769,588909,341,4370,996,1616
"1212",4,"L","H","H","L","sassena_ID0000006",4.45,3601.66,0,2707,511549,331,3723,0,1328
"1213",5,"L","H","H","L","sassena_ID0000006",3.26,3602.84,0,2528,511275,329,3699,252,1340
"1214",6,"L","H","H","L","sassena_ID0000006",1.63,2161.84,0,1632,401295,201,3034,752,1456
"1215",1,"L","H","H","L","sassena_ID0000006",352.36,1666.09,3.66,317807,473225322,3412,169122,507772520,4886396
"1216",2,"L","H","H","L","sassena_ID0000006",28.74,3605.21,0.01,3788,898455,348,7012,1782020,11956
"1217",3,"L","H","H","L","sassena_ID0000006",7.97,3597.57,0,2593,512355,315,3694,500,916
"1218",4,"L","H","H","L","sassena_ID0000006",4.51,3602.04,0,2791,512581,343,3718,496,1424
"1219",5,"L","H","H","L","sassena_ID0000006",3.28,3603.28,0,2596,589791,328,4367,0,1632
"1220",6,"L","H","H","L","sassena_ID0000006",2.08,2882.68,0,2024,457194,257,3366,752,1860
"1221",1,"L","H","H","H","namd_ID0000002",679.97,3706.8,2.44,5865941,40235294,8667,826212,984782684,6101824
"1222",2,"L","H","H","H","namd_ID0000002",46.39,7167.86,0,281599,500138,759,2140,393216,8680
"1223",3,"L","H","H","H","namd_ID0000002",12.32,7089.79,0,280567,495967,715,2118,262144,7844
"1224",4,"L","H","H","H","namd_ID0000002",6.29,7212.79,0,281662,507504,728,2166,197268,4188
"1225",5,"L","H","H","H","namd_ID0000002",4.15,7207.51,0,280563,502435,715,2144,459020,4524
"1226",6,"L","H","H","H","namd_ID0000002",3.02,7209.47,0,280786,503288,718,2144,196872,3180
"1227",7,"L","H","H","H","namd_ID0000002",2.52,7209.81,0,280389,503205,714,2144,459016,3220
"1228",8,"L","H","H","H","namd_ID0000002",1.66,7063.34,0,279980,405712,704,1729,131748,2880
"1229",9,"L","H","H","H","namd_ID0000002",1.36,4515.51,0,258019,399469,449,1704,458888,2964
"1230",1,"L","H","H","H","namd_ID0000002",697.99,4998.46,12.3,5887718,47252728,9080,883559,984841804,6146836
"1231",2,"L","H","H","H","namd_ID0000002",30.12,5743.12,0,270163,405838,621,1729,393216,2712
"1232",3,"L","H","H","H","namd_ID0000002",13.77,7202.68,0,289840,7234778,1004,57417,268420,14548
"1233",4,"L","H","H","H","namd_ID0000002",6.47,7205.4,0,278475,496530,691,2119,131204,2116
"1234",5,"L","H","H","H","namd_ID0000002",4.23,7208.02,0,280545,503689,714,2144,262276,2104
"1235",6,"L","H","H","H","namd_ID0000002",3.81,7215.19,0,289801,7184858,1003,56993,393348,10012
"1236",7,"L","H","H","H","namd_ID0000002",2.48,7220.22,0,280457,504273,714,2144,327812,604
"1237",8,"L","H","H","H","namd_ID0000002",1.93,7215.34,0,278610,498297,694,2119,131204,1240
"1238",9,"L","H","H","H","namd_ID0000002",2.96,7210.97,0,288758,6882685,977,54530,393880,6276
"1239",1,"L","H","H","H","namd_ID0000002",705.18,6326.1,3.4,5887475,40673890,9053,828835,974593084,6057772
"1240",2,"L","H","H","H","namd_ID0000002",26.25,7112.4,0,280576,499450,746,2128,327680,4252
"1241",3,"L","H","H","H","namd_ID0000002",11.38,7126.36,0,298350,10019861,1268,80394,430348,31012
"1242",4,"L","H","H","H","namd_ID0000002",6.01,6955.65,0,518918,9294080,1162,74453,333824,6868
"1243",5,"L","H","H","H","namd_ID0000002",4.67,7132.71,0,290590,7282533,1010,57816,197204,5248
"1244",6,"L","H","H","H","namd_ID0000002",2.19,5711,0,270176,404597,587,1718,327944,868
"1245",7,"L","H","H","H","namd_ID0000002",3.21,8445.59,0,298764,5156370,1044,39998,346376,3400
"1246",8,"L","H","H","H","namd_ID0000002",2,7135.34,0,281414,500662,728,2132,131336,804
"1247",9,"L","H","H","H","namd_ID0000002",1.08,4280.8,0,256576,297563,433,1270,131336,808
"1248",1,"L","H","H","H","namd_ID0000003",688.5,3676.61,8.39,5041122,39283681,2399,829954,984762460,6130804
"1249",2,"L","H","H","H","namd_ID0000003",43.7,7168.41,0,1353417,3567448,400,27973,477184,10224
"1250",3,"L","H","H","H","namd_ID0000003",11.72,7199.42,0,1353048,1450006,333,10444,536708,2708
"1251",4,"L","H","H","H","namd_ID0000003",5.63,7206.35,0,1349124,373556,266,1613,327680,884
"1252",5,"L","H","H","H","namd_ID0000003",3.53,7208.6,0,1348492,380062,262,1632,131072,336
"1253",6,"L","H","H","H","namd_ID0000003",2.71,7209.8,0,1350202,381222,277,1635,327680,1148
"1254",7,"L","H","H","H","namd_ID0000003",2.19,7209.84,0,1347450,374690,251,1610,327680,1724
"1255",8,"L","H","H","H","namd_ID0000003",1.84,7209.62,0,1573274,380947,305,1639,262144,2220
"1256",9,"L","H","H","H","namd_ID0000003",1.89,7226.8,0,1353442,4277882,421,33682,471040,8096
"1257",10,"L","H","H","H","namd_ID0000003",1.54,7212.41,0,1350700,385248,283,1649,262144,376
"1258",11,"L","H","H","H","namd_ID0000003",1.25,7215.39,0.01,1348056,375751,253,1612,131072,316
"1259",12,"L","H","H","H","namd_ID0000003",1.38,7210.13,0,1349492,380495,275,1633,327680,1412
"1260",13,"L","H","H","H","namd_ID0000003",1.11,7210.9,0,1348078,375245,252,1610,458752,1184
"1261",14,"L","H","H","H","namd_ID0000003",1.08,5768.39,0,1125880,308872,240,1324,196740,1128
"1262",15,"L","H","H","H","namd_ID0000003",1.19,7210.47,0,1347416,374823,251,1610,131072,588
"1263",16,"L","H","H","H","namd_ID0000003",1.12,7211.34,0,1573172,380884,305,1639,196608,1380
"1264",17,"L","H","H","H","namd_ID0000003",1.05,7211.67,0,1347353,374864,251,1610,262144,356
"1265",18,"L","H","H","H","namd_ID0000003",0.93,7210.62,0,1351299,386133,285,1651,65536,828
"1266",19,"L","H","H","H","namd_ID0000003",1.06,7212.03,0,1348204,375282,252,1610,327680,1228
"1267",20,"L","H","H","H","namd_ID0000003",1.2,7210.94,0,1349632,380348,275,1633,65536,312
"1268",21,"L","H","H","H","namd_ID0000003",1.13,7210.23,0,1348198,375322,252,1610,131072,316
"1269",22,"L","H","H","H","namd_ID0000003",1.24,7210.78,0,1349502,380098,275,1633,196608,68
"1270",23,"L","H","H","H","namd_ID0000003",0.97,7211.4,0,1348166,375301,252,1610,65536,32
"1271",24,"L","H","H","H","namd_ID0000003",1.07,7210.46,0,1573311,381145,306,1641,65536,800
"1272",25,"L","H","H","H","namd_ID0000003",1.37,7210.31,0,1355786,6251867,507,49897,280576,9580
"1273",26,"L","H","H","H","namd_ID0000003",1.49,7211.2,0,1358497,5808883,509,46255,202752,3856
"1274",27,"L","H","H","H","namd_ID0000003",0.79,7210.9,0,1348408,374216,255,1606,196608,296
"1275",28,"L","H","H","H","namd_ID0000003",0.79,7211.77,0,1349326,380647,271,1635,65536,284
"1276",29,"L","H","H","H","namd_ID0000003",0.95,7211.28,0,1349158,374790,265,1611,131072,292
"1277",30,"L","H","H","H","namd_ID0000003",1.04,7209.79,0,1348536,380338,261,1630,131072,28
"1278",31,"L","H","H","H","namd_ID0000003",1.05,7210.75,0,1350230,381030,276,1633,131072,284
"1279",32,"L","H","H","H","namd_ID0000003",0.88,7139.13,0,1348180,356591,254,1531,65536,544
"1280",33,"L","H","H","H","namd_ID0000003",0.9,7228.68,0,1349574,380123,274,1631,131072,284
"1281",34,"L","H","H","H","namd_ID0000003",1.01,7215.91,0,1571316,375771,282,1618,65536,16
"1282",35,"L","H","H","H","namd_ID0000003",0.85,7211.17,0,1350740,385569,284,1651,196608,756
"1283",36,"L","H","H","H","namd_ID0000003",0.77,7211.3,0,1348216,375282,252,1610,65536,8
"1284",37,"L","H","H","H","namd_ID0000003",0.96,7212.66,0,1350304,381513,278,1637,131072,1444
"1285",38,"L","H","H","H","namd_ID0000003",1.12,7216.65,0,1347616,374340,250,1608,196608,40
"1286",39,"L","H","H","H","namd_ID0000003",1.09,7210.45,0,1350188,381098,277,1635,262144,36
"1287",40,"L","H","H","H","namd_ID0000003",0.9,7210.66,0,1571009,375013,281,1616,196608,832
"1288",41,"L","H","H","H","namd_ID0000003",0.93,7212.23,0,1351063,387327,285,1653,0,12
"1289",42,"L","H","H","H","namd_ID0000003",0.87,7211.1,0,1349205,376659,266,1613,65536,280
"1290",43,"L","H","H","H","namd_ID0000003",0.93,7084.68,0,1348541,365310,262,1560,327680,324
"1291",44,"L","H","H","H","namd_ID0000003",1.1,7212.65,0,1350194,381890,276,1633,0,4
"1292",45,"L","H","H","H","namd_ID0000003",0.95,7212.78,0,1571199,377208,283,1620,131072,20
"1293",46,"L","H","H","H","namd_ID0000003",0.91,7215.9,0,1349518,381158,274,1631,131072,292
"1294",47,"L","H","H","H","namd_ID0000003",0.99,7216.33,0,1348169,377015,253,1612,262144,304
"1295",48,"L","H","H","H","namd_ID0000003",0.99,7211.81,0,1350760,386590,283,1649,196608,572
"1296",49,"L","H","H","H","namd_ID0000003",0.82,7213.96,0,1348156,376784,252,1610,65536,16
"1297",50,"L","H","H","H","namd_ID0000003",1.07,7222.52,0,1350188,382540,277,1635,196608,292
"1298",51,"L","H","H","H","namd_ID0000003",0.89,7211.33,0,1347602,376042,250,1608,0,8
"1299",52,"L","H","H","H","namd_ID0000003",1.11,7212.39,0,1350198,382994,277,1635,131072,280
"1300",53,"L","H","H","H","namd_ID0000003",0.74,7211.79,0,1570972,376208,280,1614,0,12
"1301",54,"L","H","H","H","namd_ID0000003",0.94,7211.28,0,1349936,382430,276,1635,131072,292
"1302",55,"L","H","H","H","namd_ID0000003",0.89,7211.38,0,1348245,376182,252,1608,0,1412
"1303",56,"L","H","H","H","namd_ID0000003",1.08,7212.18,0,1350707,387152,283,1651,196608,28
"1304",57,"L","H","H","H","namd_ID0000003",0.87,7210.89,0,1349196,376388,265,1611,65536,552
"1305",58,"L","H","H","H","namd_ID0000003",0.91,7210.77,0,1349210,382562,263,1632,0,264
"1306",59,"L","H","H","H","namd_ID0000003",0.97,7211.72,0,1348809,377674,267,1617,65536,16
"1307",60,"L","H","H","H","namd_ID0000003",0.88,7211.37,0,1348983,380660,259,1624,196608,300
"1308",61,"L","H","H","H","namd_ID0000003",0.11,1442.14,0,224280,72865,37,311,0,4
"1309",1,"L","H","H","H","namd_ID0000003",0.02,0,0,4251567,4197571,271,702,121952,2292
"1310",2,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1311",3,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1312",4,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1313",5,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1314",6,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1315",7,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1316",8,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1317",9,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1318",10,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1319",11,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1320",12,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1321",13,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1322",14,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1323",15,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1324",16,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1325",17,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1326",18,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1327",19,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1328",20,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1329",21,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1330",22,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1331",23,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1332",24,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1333",25,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1334",26,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1335",27,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1336",28,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1337",29,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1338",30,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1339",31,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1340",32,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1341",33,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1342",34,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1343",35,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1344",36,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1345",37,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1346",38,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1347",39,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1348",40,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1349",41,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1350",42,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1351",43,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1352",44,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1353",45,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1354",46,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1355",47,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1356",48,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1357",49,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1358",50,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1359",51,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1360",52,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1361",53,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1362",54,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1363",55,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1364",56,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1365",57,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1366",58,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1367",59,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1368",60,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1369",61,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1370",62,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1371",63,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1372",64,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1373",65,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1374",66,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1375",67,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1376",68,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1377",69,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1378",70,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1379",71,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1380",72,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1381",73,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1382",74,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1383",75,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1384",76,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1385",77,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1386",78,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1387",79,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1388",80,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1389",81,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1390",82,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1391",83,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1392",84,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1393",85,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1394",86,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1395",87,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1396",88,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1397",89,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1398",90,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1399",91,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1400",92,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1401",93,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1402",94,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1403",95,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1404",96,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1405",97,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1406",98,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1407",99,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1408",100,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1409",101,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1410",102,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1411",103,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1412",104,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1413",105,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1414",106,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1415",107,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1416",108,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1417",109,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1418",110,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1419",111,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1420",112,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
"1421",113,"L","H","H","H","namd_ID0000003",0,0,0,0,0,0,0,0,0
