"","time","atoms","cores","timesteps","outfreq","task","stime","utime","iowait","write_bytes","read_bytes","syscw","syscr","vmSize","vmRSS"
"267",31,"L","L","H","L","namd_ID0000003",0.92,7247.19,0,2472641,411954,471,1763,327680,312
"268",32,"L","L","H","L","namd_ID0000003",0.97,7210.52,0,2693754,405425,474,1742,262144,324
"269",33,"L","L","H","L","namd_ID0000003",1.03,7234.02,0,2694625,406473,491,1751,196608,52
"270",34,"L","L","H","L","namd_ID0000003",1.09,7234.57,0,2693727,405849,475,1744,65536,1852
"271",35,"L","L","H","L","namd_ID0000003",0.99,7209.92,0,2696038,411595,500,1767,262276,308
"272",36,"L","L","H","L","namd_ID0000003",0.77,7210.17,0,2470770,406089,446,1738,131072,308
"273",37,"L","L","H","L","namd_ID0000003",0.97,7210.91,0,2694475,406231,490,1749,131072,2480
"274",38,"L","L","H","L","namd_ID0000003",0.96,7215.53,0,2693569,405624,475,1744,0,532
"275",39,"L","L","H","L","namd_ID0000003",0.86,7210.29,0,2694823,407187,491,1753,0,268
"276",40,"L","L","H","L","namd_ID0000003",0.96,7209.87,0,2694455,409564,483,1758,131072,284
"277",41,"L","L","H","L","namd_ID0000003",0.84,7210.14,0,2695138,406493,487,1745,0,280
"278",42,"L","L","H","L","namd_ID0000003",1.79,7209.79,0,2705182,8070405,816,64749,71680,13360
"279",43,"L","L","H","L","namd_ID0000003",0.98,7210.9,0,2694612,406625,486,1743,0,16
"280",44,"L","L","H","L","namd_ID0000003",0.9,7210.3,0,2694693,413131,487,1766,262144,300
"281",45,"L","L","H","L","namd_ID0000003",0.99,7222.09,0,2694656,407090,486,1745,131072,828
"282",46,"L","L","H","L","namd_ID0000003",0.85,7210.62,0,2695289,414010,490,1768,65536,540
"283",47,"L","L","H","L","namd_ID0000003",0.9,7210.5,0,2694873,408878,491,1753,131072,24
"284",48,"L","L","H","L","namd_ID0000003",0.93,7350.14,0,2917565,411236,512,1764,196608,48
"285",49,"L","L","H","L","namd_ID0000003",0.83,7210.81,0,2695719,412568,498,1765,65536,12
"286",50,"L","L","H","L","namd_ID0000003",1.07,7210.3,0,2694072,407909,477,1746,65536,24
"287",51,"L","L","H","L","namd_ID0000003",0.95,7211.15,0,2696021,412981,499,1767,196608,564
"288",52,"L","L","H","L","namd_ID0000003",0.74,5769.24,0,2022056,329284,372,1405,65536,16
"289",53,"L","L","H","L","namd_ID0000003",0.98,7211.83,0,2916742,406235,502,1746,65536,20
"290",54,"L","L","H","L","namd_ID0000003",1.06,7210.35,0,2695758,413112,500,1769,131072,28
"291",55,"L","L","H","L","namd_ID0000003",0.95,7221.52,0,2693730,406038,472,1738,65536,1692
"292",56,"L","L","H","L","namd_ID0000003",0.94,7210.4,0,2696074,413541,501,1769,131072,280
"293",57,"L","L","H","L","namd_ID0000003",0.85,7212.06,0,2470804,407163,445,1736,131072,32
"294",58,"L","L","H","L","namd_ID0000003",1.02,7210.39,0,2695714,413810,501,1771,65536,288
"295",59,"L","L","H","L","namd_ID0000003",0.89,7211.06,0,2693770,406384,473,1740,196608,304
"296",60,"L","L","H","L","namd_ID0000003",0.87,7211.12,0,2918918,413858,530,1777,0,8
"297",61,"L","L","H","L","namd_ID0000003",0.37,2885.61,0,1122895,161459,199,693,0,524
"298",1,"L","L","H","L","sassena_ID0000005",191.11,1480.37,23.23,221953,466723247,1931,112705,253941364,2410352
"299",2,"L","L","H","L","sassena_ID0000005",21.28,1782.06,0,1166,139663,120,804,0,0
"300",3,"L","L","H","L","sassena_ID0000005",16.67,1789.48,0,0,138095,0,725,0,0
"301",4,"L","L","H","L","sassena_ID0000005",15.1,1788.31,0,1297,450449,112,3463,891016,8572
"302",5,"L","L","H","L","sassena_ID0000005",15.52,1787.84,0,336,138658,48,761,0,0
"303",6,"L","L","H","L","sassena_ID0000005",14.47,1789.07,0,511,139229,50,763,65536,144
"304",7,"L","L","H","L","sassena_ID0000005",14.48,1789.12,0,1041,297449,104,2155,248,672
"305",8,"L","L","H","L","sassena_ID0000005",15.02,1835.95,0,308,138695,44,761,0,40
"306",9,"L","L","H","L","sassena_ID0000005",14.79,1788.44,0,539,139235,54,763,0,88
"307",10,"L","L","H","L","sassena_ID0000005",14.23,1789.3,0,752,296659,86,2115,236,504
"308",11,"L","L","H","L","sassena_ID0000005",14.47,1788.94,0,112,138688,16,761,0,140
"309",12,"L","L","H","L","sassena_ID0000005",14.87,1788.45,0,672,138941,96,797,0,96
"310",13,"L","L","H","L","sassena_ID0000005",14.32,1789.13,0,432,219309,51,1456,65672,204
"311",14,"L","L","H","L","sassena_ID0000005",14.07,1789.18,0,432,216045,51,1420,252,784
"312",15,"L","L","H","L","sassena_ID0000005",14.71,1788.75,0,560,138935,80,797,0,0
"313",16,"L","L","H","L","sassena_ID0000005",14.46,1788.88,0,544,219309,67,1456,65536,516
"314",17,"L","L","H","L","sassena_ID0000005",14.3,1789.12,0,611,216579,53,1422,0,396
"315",18,"L","L","H","L","sassena_ID0000005",14.29,1796.12,0,336,138695,48,761,0,120
"316",19,"L","L","H","L","sassena_ID0000005",14.33,1793.3,0,616,138835,88,782,0,0
"317",20,"L","L","H","L","sassena_ID0000005",14.53,1788.93,0,584,296759,62,2130,66024,1744
"318",21,"L","L","H","L","sassena_ID0000005",14.79,1789.59,0,336,138695,48,761,0,268
"319",22,"L","L","H","L","sassena_ID0000005",14.79,1788.81,0,336,138695,48,761,0,12
"320",23,"L","L","H","L","sassena_ID0000005",14.57,1788.86,0,432,219309,51,1456,132,668
"321",24,"L","L","H","L","sassena_ID0000005",14.55,1789.02,0,768,216285,99,1456,0,256
"322",25,"L","L","H","L","sassena_ID0000005",14.84,1803.68,0,336,138695,48,761,0,8
"323",26,"L","L","H","L","sassena_ID0000005",14.06,1807.88,0,1025092,1248284,110,1527,2488,3252
"324",27,"L","L","H","L","sassena_ID0000005",14,1789.33,0,1025372,1240702,150,1478,252,424
"325",28,"L","L","H","L","sassena_ID0000005",14.91,1788.64,0,168,138700,24,761,65536,60
"326",29,"L","L","H","L","sassena_ID0000005",14.17,1789.71,0,656,219554,83,1492,252,660
"327",30,"L","L","H","L","sassena_ID0000005",14.13,1789.64,0,432,216043,51,1420,18432,124
"328",31,"L","L","H","L","sassena_ID0000005",14.3,1789.37,0,336,138706,48,761,0,0
"329",32,"L","L","H","L","sassena_ID0000005",13.89,1769.67,0,736,218035,98,1484,0,1128
"330",33,"L","L","H","L","sassena_ID0000005",13.92,1789.71,0,196,138469,28,726,0,264
"331",34,"L","L","H","L","sassena_ID0000005",11.04,1431.78,0,655,111791,70,654,0,0
"332",35,"L","L","H","L","sassena_ID0000005",17.15,2144.34,0,336,166083,48,904,0,96
"333",36,"L","L","H","L","sassena_ID0000005",11.11,1431.65,0,432,191720,51,1311,252,816
"334",37,"L","L","H","L","sassena_ID0000005",16.97,2164.37,0,672,166451,96,940,0,1216
"335",38,"L","L","H","L","sassena_ID0000005",14.83,1788.53,0,308,138911,44,761,0,0
"336",39,"L","L","H","L","sassena_ID0000005",13.77,1789.92,0,460,219592,55,1456,0,104
"337",40,"L","L","H","L","sassena_ID0000005",14.06,1789.7,0,644,139262,92,797,0,528
"338",41,"L","L","H","L","sassena_ID0000005",14.08,1789.54,0,28,139073,4,725,0,32
"339",42,"L","L","H","L","sassena_ID0000005",14,1789.6,0,768,220273,99,1492,65536,104
"340",43,"L","L","H","L","sassena_ID0000005",14.03,1790.3,0,336,139429,48,761,0,728
"341",44,"L","L","H","L","sassena_ID0000005",14.19,1789.27,0,336,139425,48,761,65536,52
"342",45,"L","L","H","L","sassena_ID0000005",13.8,1789.86,0,768,220279,99,1492,6392,168
"343",46,"L","L","H","L","sassena_ID0000005",14.18,1789.95,0,0,139185,0,725,0,0
"344",47,"L","L","H","L","sassena_ID0000005",14.23,1789.31,0,672,139665,96,797,0,96
"345",48,"L","L","H","L","sassena_ID0000005",14.06,1790.49,0,616,139425,88,761,0,264
"346",49,"L","L","H","L","sassena_ID0000005",13.85,1789.98,0,152,220032,11,1456,12288,436
"347",50,"L","L","H","L","sassena_ID0000005",13.97,1789.45,0,851,140199,98,799,65536,320
"348",51,"L","L","H","L","sassena_ID0000005",13.87,1789.65,0,0,139185,0,725,0,0
"349",52,"L","L","H","L","sassena_ID0000005",13.93,1789.64,0,4832484,1244931,189,1550,68036,2800
"350",53,"L","L","H","L","sassena_ID0000005",14.08,1789.7,0,1025332,1164317,155,856,0,1152
"351",54,"L","L","H","L","sassena_ID0000005",11.17,1431.89,0,0,111348,0,580,0,4
"352",55,"L","L","H","L","sassena_ID0000005",13.89,1794.56,0,736,220279,98,1492,0,44
"353",56,"L","L","H","L","sassena_ID0000005",14.39,1789.17,0,0,139185,0,725,65536,40
"354",57,"L","L","H","L","sassena_ID0000005",14.85,1830.81,0,672,139665,96,797,0,276
"355",58,"L","L","H","L","sassena_ID0000005",14.26,1789.76,0,740,220279,95,1492,0,836
"356",59,"L","L","H","L","sassena_ID0000005",14.54,1795.6,0,28,139185,4,725,0,376
"357",60,"L","L","H","L","sassena_ID0000005",11.2,1431.63,0,672,111828,96,652,0,528
"358",1,"L","L","H","L","sassena_ID0000005",198.02,1476.82,7.81,222872,466727998,1945,112694,253875956,2410964
"359",2,"L","L","H","L","sassena_ID0000005",20.4,1793.2,0,1050,139548,115,801,0,0
"360",3,"L","L","H","L","sassena_ID0000005",16.49,1789.28,0,0,138000,0,725,0,0
"361",4,"L","L","H","L","sassena_ID0000005",14.94,1788.66,0,1297,450354,112,3463,890880,8200
"362",5,"L","L","H","L","sassena_ID0000005",15.13,1788.16,0,364,138568,52,761,0,8
"363",6,"L","L","H","L","sassena_ID0000005",14.89,1788.55,0,485,139134,46,763,65536,152
"364",7,"L","L","H","L","sassena_ID0000005",14.29,1789.11,0,1041,297354,104,2155,66032,780
"365",8,"L","L","H","L","sassena_ID0000005",14.47,1789.35,0,224,138380,32,728,0,8
"366",9,"L","L","H","L","sassena_ID0000005",14.58,1788.62,0,625,139354,66,796,0,0
"367",10,"L","L","H","L","sassena_ID0000005",14.12,1789.25,0,696,296564,78,2115,0,504
"368",11,"L","L","H","L","sassena_ID0000005",14.31,1789.31,0,168,138600,24,761,0,276
"369",12,"L","L","H","L","sassena_ID0000005",14.26,1789.05,0,672,138840,96,797,0,96
"370",13,"L","L","H","L","sassena_ID0000005",13.89,1789.4,0,432,219214,51,1456,252,216
"371",14,"L","L","H","L","sassena_ID0000005",14.16,1790.7,0,432,215950,51,1420,252,388
"372",15,"L","L","H","L","sassena_ID0000005",14,1789.32,0,616,138840,88,797,0,0
"373",16,"L","L","H","L","sassena_ID0000005",13.78,1789.94,0,308,138460,44,740,0,292
"374",17,"L","L","H","L","sassena_ID0000005",13.98,1804.12,0,791,296855,68,2136,0,524
"375",18,"L","L","H","L","sassena_ID0000005",14.17,1789.09,0,336,138600,48,761,0,96
"376",19,"L","L","H","L","sassena_ID0000005",14.26,1789.15,0,336,138600,48,761,0,0
"377",20,"L","L","H","L","sassena_ID0000005",13.62,1789.92,0,864,296804,102,2151,131568,2184
"378",21,"L","L","H","L","sassena_ID0000005",14.27,1789.3,0,336,138600,48,761,0,4
"379",22,"L","L","H","L","sassena_ID0000005",14.44,1788.89,0,336,138600,48,761,131072,72
"380",23,"L","L","H","L","sassena_ID0000005",14,1789.44,0,432,219214,51,1456,65536,668
"381",24,"L","L","H","L","sassena_ID0000005",13.6,1789.9,0,544,215950,67,1420,132,204
"382",25,"L","L","H","L","sassena_ID0000005",14.03,1789.5,0,560,138840,80,797,0,0
"383",26,"L","L","H","L","sassena_ID0000005",13.99,1789.6,0,1025092,1248188,110,1526,65780,3376
"384",27,"L","L","H","L","sassena_ID0000005",13.9,1789.51,0,1025092,1240607,110,1478,0,764
"385",28,"L","L","H","L","sassena_ID0000005",14.2,1789.37,0,364,138605,52,761,0,48
"386",29,"L","L","H","L","sassena_ID0000005",13.78,1789.91,0,740,219655,95,1496,0,448
"387",30,"L","L","H","L","sassena_ID0000005",13.93,1789.65,0,432,215955,51,1420,18432,192
"388",31,"L","L","H","L","sassena_ID0000005",14.11,1789.33,0,336,138605,48,761,0,0
"389",32,"L","L","H","L","sassena_ID0000005",14.38,1789.25,0,336,138608,48,761,65536,16
"390",33,"L","L","H","L","sassena_ID0000005",13.59,1789.75,0,560,138632,80,763,0,580
"391",34,"L","L","H","L","sassena_ID0000005",13.71,1790,0,627,139413,66,799,0,264
"392",35,"L","L","H","L","sassena_ID0000005",14.14,1789.36,0,336,138703,48,761,131072,116
"393",36,"L","L","H","L","sassena_ID0000005",13.83,1789.49,0,336,138753,48,761,0,924
"394",37,"L","L","H","L","sassena_ID0000005",14,1789.77,0,448,138788,64,761,0,748
"395",38,"L","L","H","L","sassena_ID0000005",13.84,1789.8,0,560,139058,80,797,0,0
"396",39,"L","L","H","L","sassena_ID0000005",13.96,1789.49,0,336,138876,48,761,0,44
"397",40,"L","L","H","L","sassena_ID0000005",13.94,1789.47,0,336,138905,48,761,0,688
"398",41,"L","L","H","L","sassena_ID0000005",14.21,1789.91,0,336,139166,48,761,131072,48
"399",42,"L","L","H","L","sassena_ID0000005",13.78,1789.54,0,672,139525,96,797,0,336
"400",43,"L","L","H","L","sassena_ID0000005",14.16,1789.25,0,336,139285,48,761,0,800
"401",44,"L","L","H","L","sassena_ID0000005",14.22,1789.31,0,336,139285,48,761,0,48
"402",45,"L","L","H","L","sassena_ID0000005",14.26,1789.13,0,336,139297,48,761,0,0
"403",46,"L","L","H","L","sassena_ID0000005",13.89,1789.57,0,336,139309,48,761,0,0
"404",47,"L","L","H","L","sassena_ID0000005",14.11,1829.92,0,672,139565,96,797,0,544
"405",48,"L","L","H","L","sassena_ID0000005",14.2,1789.15,0,336,139327,48,761,0,8
"406",49,"L","L","H","L","sassena_ID0000005",13.51,1797.34,0,336,139330,48,761,0,148
"407",50,"L","L","H","L","sassena_ID0000005",14.19,1789.26,0,513,139864,50,763,0,844
"408",51,"L","L","H","L","sassena_ID0000005",14.18,1789.25,0,364,139330,52,761,0,0
"409",52,"L","L","H","L","sassena_ID0000005",13.55,1797.57,0,4832360,1164222,182,855,0,3432
"410",53,"L","L","H","L","sassena_ID0000005",13.74,1789.94,0,1024996,1163982,107,821,0,368
"411",54,"L","L","H","L","sassena_ID0000005",14.02,1789.32,0,336,139330,48,761,0,4
"412",55,"L","L","H","L","sassena_ID0000005",13.7,1790.27,0,336,139330,48,761,0,48
"413",56,"L","L","H","L","sassena_ID0000005",13.83,1789.86,0,560,139570,80,797,0,1804
"414",57,"L","L","H","L","sassena_ID0000005",11.05,1431.65,0,448,111512,64,616,0,532
"415",58,"L","L","H","L","sassena_ID0000005",14.22,1789.19,0,336,139330,48,761,65536,4
"416",59,"L","L","H","L","sassena_ID0000005",13.68,1789.88,0,336,139330,48,761,0,368
"417",60,"L","L","H","L","sassena_ID0000005",13.98,1789.69,0,336,139330,48,761,0,0
"418",1,"L","L","H","L","sassena_ID0000006",190.73,1474.75,12.18,243552,465363280,2666,101178,254992396,3120436
"419",2,"L","L","H","L","sassena_ID0000006",7.91,1795.24,0,1693,139593,207,889,215040,2388
"420",3,"L","L","H","L","sassena_ID0000006",2.87,1800.75,0,1832,448034,177,3468,749568,7404
"421",4,"L","L","H","L","sassena_ID0000006",1.82,1807.49,0,1437,139473,182,871,252,0
"422",5,"L","L","H","L","sassena_ID0000006",1.29,1801.44,0,1536,293973,198,2173,748,652
"423",6,"L","L","H","L","sassena_ID0000006",1.1,1873.05,0,1579,139833,202,871,0,264
"424",7,"L","L","H","L","sassena_ID0000006",1.02,1802.36,0,1340,294098,170,2189,0,496
"425",8,"L","L","H","L","sassena_ID0000006",0.85,1802.05,0,1204,139180,172,851,248,740
"426",9,"L","L","H","L","sassena_ID0000006",0.89,1815.92,0,1440,216744,195,1530,248,256
"427",10,"L","L","H","L","sassena_ID0000006",0.7,1802.23,0,1328,216534,179,1510,504,512
"428",11,"L","L","H","L","sassena_ID0000006",0.77,1813.22,0,1204,139180,172,851,0,240
"429",12,"L","L","H","L","sassena_ID0000006",0.71,1802.36,0,1657,294631,192,2191,252,1300
"430",13,"L","L","H","L","sassena_ID0000006",0.65,1802.23,0,1316,139180,188,851,0,268
"431",14,"L","L","H","L","sassena_ID0000006",0.66,1802.04,0,1368,294098,174,2189,500,460
"432",15,"L","L","H","L","sassena_ID0000006",0.52,1802.4,0,1344,139300,192,869,496,1644
"433",16,"L","L","H","L","sassena_ID0000006",0.69,1802.19,0,1368,293978,174,2171,0,756
"434",17,"L","L","H","L","sassena_ID0000006",0.71,1802.47,0,1403,139589,178,835,0,980
"435",18,"L","L","H","L","sassena_ID0000006",0.67,1804.05,0,1244,216744,167,1530,248,140
"436",19,"L","L","H","L","sassena_ID0000006",0.52,1802.41,0,1412,216654,191,1528,756,928
"437",20,"L","L","H","L","sassena_ID0000006",0.68,1802.17,0,1384,216504,187,1494,0,212
"438",21,"L","L","H","L","sassena_ID0000006",0.53,1802.6,0,1160,216654,155,1528,0,788
"439",22,"L","L","H","L","sassena_ID0000006",0.1,360.57,0,476,27788,68,163,0,540
"440",1,"L","L","H","L","sassena_ID0000006",185.04,1417.52,20.42,243817,465336637,2615,101042,255057672,3120408
"441",2,"L","L","H","L","sassena_ID0000006",7.75,1796.24,0,1637,140064,199,889,276480,3284
"442",3,"L","L","H","L","sassena_ID0000006",2.92,1801.4,0,1890,448510,185,3468,688128,6360
"443",4,"L","L","H","L","sassena_ID0000006",1.69,1801.2,0,1381,139945,174,871,252,0
"444",5,"L","L","H","L","sassena_ID0000006",1.29,1801.74,0,1564,294647,202,2193,748,452
"445",6,"L","L","H","L","sassena_ID0000006",1.12,1801.79,0,1495,140304,190,871,0,264
"446",7,"L","L","H","L","sassena_ID0000006",1.02,1801.81,0,1396,294554,178,2173,0,512
"447",8,"L","L","H","L","sassena_ID0000006",0.71,1802.28,0,1260,139650,180,851,248,880
"448",9,"L","L","H","L","sassena_ID0000006",0.89,1801.86,0,1384,217222,187,1530,248,416
"449",10,"L","L","H","L","sassena_ID0000006",0.73,1802.07,0,1328,217102,179,1512,504,344
"450",11,"L","L","H","L","sassena_ID0000006",0.7,1802.29,0,1444,217222,184,1530,252,528
"451",12,"L","L","H","L","sassena_ID0000006",0.71,1802.18,0,1501,217636,192,1514,0,912
"452",13,"L","L","H","L","sassena_ID0000006",0.68,1802.1,0,1176,139770,168,869,0,496
"453",14,"L","L","H","L","sassena_ID0000006",0.69,1802.31,0,1480,294554,190,2173,500,552
"454",15,"L","L","H","L","sassena_ID0000006",0.63,1805.23,0,1260,139770,180,869,496,1064
"455",16,"L","L","H","L","sassena_ID0000006",0.58,1802.51,0,1340,294554,170,2173,0,572
"456",17,"L","L","H","L","sassena_ID0000006",0.77,1802.4,0,1327,140064,166,835,0,1556
"457",18,"L","L","H","L","sassena_ID0000006",0.61,1802.14,0,1412,217222,191,1530,248,136
"458",19,"L","L","H","L","sassena_ID0000006",0.6,1802.56,0,1440,217222,195,1530,756,972
"459",20,"L","L","H","L","sassena_ID0000006",0.55,1802.46,0,1188,217102,159,1512,0,360
"460",21,"L","L","H","L","sassena_ID0000006",0.53,1806.19,0,1356,217102,183,1512,0,1056
"461",1,"L","L","H","H","namd_ID0000002",357.96,3101.81,2.88,5669269,27341233,8350,718229,492897476,3089092
"462",2,"L","L","H","H","namd_ID0000002",12.45,3584.06,0,270655,306211,627,1304,262672,2448
"463",3,"L","L","H","H","namd_ID0000002",5.39,3601.35,0,278996,4972767,824,39609,358796,11988
"464",4,"L","L","H","H","namd_ID0000002",3.7,3602.34,0,281541,7805582,922,62939,399756,5924
"465",5,"L","L","H","H","namd_ID0000002",1.77,3605.48,0,272075,309486,611,1316,197532,780
"466",6,"L","L","H","H","namd_ID0000002",1.58,3700.14,0,271278,311486,602,1321,328340,1128
"467",7,"L","L","H","H","namd_ID0000002",1.18,3530.89,0,270087,296211,597,1267,66336,8
"468",8,"L","L","H","H","namd_ID0000002",1.16,3617.31,0,48672,309247,580,1310,328476,1872
"469",9,"L","L","H","H","namd_ID0000002",0.89,3592.49,0.12,273139,316054,625,1341,131604,1564
"470",10,"L","L","H","H","namd_ID0000002",2.08,3603.55,0,285547,7555421,1074,60867,19768,12236
"471",11,"L","L","H","H","namd_ID0000002",0.83,3605.41,0,270965,305383,600,1302,327944,1096
"472",12,"L","L","H","H","namd_ID0000002",0.92,3603.4,0,271759,310983,603,1319,197012,1320
"473",13,"L","L","H","H","namd_ID0000002",1.32,3604.76,0,276821,3953951,802,31323,66332,4676
"474",14,"L","L","H","H","namd_ID0000002",1.37,3604.06,0,281889,7201553,935,58046,137484,3348
"475",15,"L","L","H","H","namd_ID0000002",0.57,3604.93,0,270286,307338,594,1307,262540,568
"476",16,"L","L","H","H","namd_ID0000002",0.68,3604.91,0,270037,305301,591,1299,66064,48
"477",17,"L","L","H","H","namd_ID0000002",0.68,3604.93,0,269726,301875,592,1292,396,8
"478",18,"L","L","H","H","namd_ID0000002",0.79,3640.62,0,47571,309024,567,1307,197004,1648
"479",19,"L","L","H","H","namd_ID0000002",1.74,3603.78,0,279475,6185156,876,49623,282088,8168
"480",20,"L","L","H","H","namd_ID0000002",1.83,3603.94,0,275341,4310863,753,34266,209028,2288
"481",1,"L","L","H","H","namd_ID0000002",347.41,2457.99,2.05,5662626,27489053,8150,719719,492816260,3084904
"482",2,"L","L","H","H","namd_ID0000002",17.81,3735.15,0,273421,309672,662,1326,1200,2932
"483",3,"L","L","H","H","namd_ID0000002",5.37,3600.68,0,274255,315815,638,1349,197404,572
"484",4,"L","L","H","H","namd_ID0000002",2.99,3607.04,0,272317,309727,617,1324,197276,1876
"485",5,"L","L","H","H","namd_ID0000002",2.01,3603.62,0,274252,316337,638,1349,131468,1080
"486",6,"L","L","H","H","namd_ID0000002",1.58,3653.12,0,273321,310348,631,1327,197136,860
"487",7,"L","L","H","H","namd_ID0000002",1.33,3604.49,0,273058,316331,625,1346,131468,2904
"488",8,"L","L","H","H","namd_ID0000002",1.08,3604.76,0,274126,316406,639,1349,262408,600
"489",9,"L","L","H","H","namd_ID0000002",1.02,3604.5,0,273116,310420,628,1327,329004,840
"490",10,"L","L","H","H","namd_ID0000002",1.09,3654.88,0,271954,311032,616,1328,197268,2396
"491",11,"L","L","H","H","namd_ID0000002",0.7,2930.58,0,39229,246997,469,1050,196872,824
"492",12,"L","L","H","H","namd_ID0000002",0.91,3584.36,0,273016,309930,620,1322,327812,584
"493",13,"L","L","H","H","namd_ID0000002",0.85,3586.23,0,273014,313033,626,1332,197136,1880
"494",14,"L","L","H","H","namd_ID0000002",0.83,3480.59,0,273982,306885,638,1309,328344,1636
